,CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore,SilWidth,Cluster
627,7000627,4247,1-20,4.0,Agent,Small Business,Diploma,Male,3,Senior Manager,4.0,Single/Unmarried,22351.0,0,1.0,662484.0,West,Half Yearly,0,4.0,0.10500032346288453,1
628,7000628,3098,1-20,15.0,Third Party Partner,Salaried,Graduate,Female,3,Senior Manager,5.0,Divorced,25820.0,0,3.0,560810.0,West,Half Yearly,1,4.0,0.09972329758041873,1
629,7000629,6792,21-39,24.5,Third Party Partner,Salaried,Graduate,Male,3,AVP-VP,2.0,Married,27169.0,0,1.0,902777.625,West,Half Yearly,5,3.0,0.1245664230566973,0
630,7000630,6579,1-20,7.0,Agent,Small Business,Under Graduate,Male,4,AVP-VP,3.0,Single/Unmarried,28006.375,0,4.130073800738008,902777.625,West,Yearly,9,3.0,0.023608734376225723,0
631,7000631,1707,1-20,3.0,Agent,Large Business,Engineer,Female,4,Executive,4.0,Single/Unmarried,17070.0,1,1.0,619999.6992670636,North,Yearly,2,5.0,0.04895778601713619,2
632,7000632,3703,1-20,7.0,Online,Salaried,Graduate,Male,3,Manager,4.0,Single/Unmarried,21782.0,0,1.0,385106.0,North,Half Yearly,3,2.0,0.14378402662300077,1
633,7000633,5239,1-20,10.0,Online,Salaried,Graduate,Male,3,Manager,2.0,Single/Unmarried,22779.0,0,3.0,539635.0,North,Half Yearly,9,3.0,0.13107272313633658,1
634,7000634,3914,21-39,14.469026548672566,Third Party Partner,Salaried,Graduate,Male,1,Executive,2.0,Divorced,17791.0,0,2.0,743664.0,North,Monthly,2,5.0,0.10978350381827903,1
635,7000635,3640,1-20,14.469026548672566,Agent,Salaried,Graduate,Male,4,Executive,4.0,Divorced,18201.0,0,6.5,593353.0,North,Yearly,4,2.0,0.06350379303289859,2
636,7000636,4593,1-20,18.0,Third Party Partner,Small Business,Diploma,Male,3,Manager,2.0,Married,19968.0,0,6.0,890972.0,West,Half Yearly,2,5.0,0.053818320039834534,1
637,7000637,7030,1-20,24.5,Agent,Large Business,Engineer,Male,4,AVP-VP,4.0,Divorced,28006.375,0,6.0,815480.0,West,Yearly,3,4.0,0.07731422689414148,0
638,7000638,1903,1-20,4.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,3.0,Single/Unmarried,19033.0,0,1.0,251236.0,North,Half Yearly,2,4.0,0.128669680635745,1
639,7000639,3475,1-20,14.469026548672566,Third Party Partner,Salaried,Graduate,Female,3,Executive,4.0,Married,18291.0,0,2.0,357955.0,North,Half Yearly,1,5.0,0.12856498788004944,1
640,7000640,1927,1-20,6.0,Agent,Small Business,Under Graduate,Male,5,Manager,2.0,Single/Unmarried,19272.0,0,6.0,219701.0,West,Yearly,0,3.0,0.09293921526376725,2
641,7000641,3410,1-20,14.0,Agent,Small Business,Under Graduate,Male,4,Manager,2.0,Divorced,20056.0,1,1.0,439828.0,North,Yearly,2,3.0,0.05059651237009639,2
642,7000642,4104,21-39,14.469026548672566,Agent,Salaried,MBA,Male,1,Executive,3.0,Divorced,17844.0,0,1.0,718221.0,West,Monthly,0,4.0,0.12682073632825563,1
643,7000643,4072,1-20,24.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,3.0,Married,17703.0,1,5.0,598538.0,West,Yearly,2,4.0,0.0688201926469985,2
644,7000644,2028,1-20,4.0,Online,Small Business,Under Graduate,Male,3,Executive,3.0,Single/Unmarried,16904.0,0,1.0,619999.6992670636,North,Half Yearly,0,3.0,0.12826297752495847,1
645,7000645,5806,1-20,24.5,Agent,Small Business,Diploma,Female,3,Manager,5.0,Single/Unmarried,23224.0,1,6.5,902777.625,North,Half Yearly,3,3.0,0.07522691878699724,0
646,7000646,4546,21-39,5.0,Agent,Salaried,Graduate,Male,3,Executive,2.0,Divorced,19766.0,1,6.5,654650.0,West,Half Yearly,0,3.0,0.08315074900605032,1
647,7000647,2642,1-20,16.0,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,3.0,Divorced,17610.0,0,1.0,277358.0,North,Half Yearly,2,4.0,0.12735131743726863,1
648,7000648,4975,1-20,24.5,Agent,Small Business,Under Graduate,Female,4,Manager,2.0,Married,20731.0,0,3.0,902777.625,West,Yearly,3,3.0,0.060068054960309696,2
649,7000649,1754,1-20,4.0,Agent,Salaried,Graduate,Male,4,Executive,3.0,Divorced,17539.0,0,3.0,199945.0,West,Yearly,2,2.0,0.04162113220794751,2
650,7000650,5179,21-39,24.5,Agent,Salaried,Graduate,Female,3,Manager,3.0,Divorced,20714.0,0,6.0,750883.0,North,Half Yearly,3,2.0,0.06321097079771347,0
651,7000651,4251,21-39,9.0,Agent,Large Business,Engineer,Male,3,Executive,3.0,Single/Unmarried,19323.0,0,1.0,709927.0,North,Half Yearly,4,5.0,0.09603951757661336,1
652,7000652,2457,1-20,12.0,Agent,Salaried,Graduate,Female,4,Senior Manager,5.0,Divorced,22336.0,0,4.0,324319.0,West,Yearly,10,3.0,0.05606629965813187,2
653,7000653,4845,21-39,24.0,Third Party Partner,Small Business,Under Graduate,Female,3,Senior Manager,3.0,Single/Unmarried,28006.375,0,6.0,886604.0,West,Half Yearly,13,4.0,0.13032361178868423,0
654,7000654,5176,21-39,16.0,Third Party Partner,Salaried,Graduate,Male,3,AVP-VP,5.0,Single/Unmarried,28006.375,1,2.0,584938.0,West,Half Yearly,14,5.0,0.05484548954578388,0
655,7000655,4031,21-39,12.0,Agent,Small Business,Diploma,Male,3,Manager,5.0,Single/Unmarried,20155.0,0,6.5,713487.0,West,Half Yearly,5,5.0,-0.025261127432857328,0
656,7000656,1898,1-20,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,3.0,Divorced,17258.0,0,1.0,195533.0,West,Yearly,7,2.0,0.033654992773031384,2
657,7000657,3347,1-20,10.0,Agent,Small Business,Under Graduate,Male,3,Executive,4.0,Single/Unmarried,18597.0,0,4.0,448560.0,West,Half Yearly,2,5.0,0.13421433188695608,1
658,7000658,2102,1-20,4.0,Agent,Salaried,Graduate,Female,3,Executive,2.0,Divorced,17515.0,1,1.0,397240.0,North,Half Yearly,0,4.0,0.12706456591220275,1
659,7000659,4855,1-20,24.0,Agent,Small Business,Under Graduate,Male,1,Executive,2.0,Divorced,19420.0,0,4.0,621440.0,West,Monthly,7,5.0,0.09461782211866002,1
660,7000660,2374,1-20,2.0,Agent,Small Business,Diploma,Male,4,Manager,3.0,Divorced,21578.0,0,4.0,272962.0,North,Yearly,4,2.0,0.0417843804774199,2
661,7000661,2331,1-20,12.0,Third Party Partner,Small Business,Under Graduate,Female,4,Manager,2.0,Divorced,19422.0,1,1.0,235395.0,North,Yearly,0,2.0,0.03746854162497786,2
662,7000662,5560,21-39,24.5,Agent,Salaried,Graduate,Male,4,Senior Manager,4.0,Married,25274.0,0,6.5,572709.0,West,Yearly,4,4.0,0.047259364984483174,0
663,7000663,3255,1-20,20.0,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,5.0,Single/Unmarried,20343.0,0,6.5,436154.0,North,Yearly,9,2.0,0.06196291086322238,2
664,7000664,1911,1-20,4.0,Third Party Partner,Salaried,Post Graduate,Male,4,Executive,2.0,Divorced,17376.0,0,2.0,323020.0,West,Yearly,2,2.0,0.03853783024579997,2
665,7000665,3459,1-20,17.0,Agent,Small Business,Diploma,Female,5,Manager,3.0,Single/Unmarried,20346.0,0,3.0,487694.0,West,Yearly,3,2.0,0.12559608770967254,2
666,7000666,2674,1-20,14.469026548672566,Online,Salaried,Graduate,Female,3,Executive,5.0,Married,17827.0,0,1.0,360997.0,North,Half Yearly,0,3.0,0.13850215429490123,1
667,7000667,7687,21-39,24.5,Agent,Large Business,Engineer,Female,3,AVP-VP,5.0,Married,28006.375,0,6.5,902777.625,North,Half Yearly,2,4.0,0.18004001975732864,0
668,7000668,3626,21-39,14.469026548672566,Agent,Small Business,Under Graduate,Female,3,Executive,2.0,Divorced,18131.0,0,4.0,511294.0,West,Half Yearly,8,3.0,0.10834410078902512,1
669,7000669,3686,1-20,18.0,Agent,Salaried,Graduate,Male,3,Executive,5.0,Single/Unmarried,17552.0,0,4.0,604491.0,West,Half Yearly,0,3.0,0.1256640955290308,1
670,7000670,3506,1-20,14.0,Agent,Small Business,Under Graduate,Female,3,Executive,3.0,Divorced,19477.0,1,4.0,518867.0,West,Half Yearly,2,3.0,0.12548018493237098,1
671,7000671,4080,1-20,20.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Divorced,21474.0,0,4.0,648730.0,West,Yearly,11,2.0,0.06296341579106969,2
672,7000672,3787,21-39,14.469026548672566,Agent,Salaried,Graduate,Male,4,Executive,3.0,Single/Unmarried,18033.0,0,5.0,492301.0,West,Yearly,2,3.0,0.08362579633036277,2
673,7000673,2511,1-20,14.469026548672566,Agent,Salaried,Graduate,Male,3,Executive,3.0,Single/Unmarried,17936.0,1,1.0,318902.0,North,Half Yearly,2,3.0,0.13544756990542445,1
674,7000674,5377,21-39,16.0,Agent,Small Business,Under Graduate,Female,3,AVP-VP,3.0,Married,28006.375,0,4.130073800738008,731267.0,West,Half Yearly,7,2.0,0.10264133970772775,0
675,7000675,3949,1-20,20.0,Agent,Salaried,Graduate,Female,5,Executive,2.0,Divorced,17168.0,1,6.0,619999.6992670636,North,Yearly,3,5.0,0.08759248114635491,2
676,7000676,1964,1-20,14.469026548672566,Third Party Partner,Salaried,Graduate,Male,4,Executive,2.0,Divorced,17853.0,1,1.0,314213.0,West,Yearly,0,3.0,0.04170302650734829,2
677,7000677,3205,1-20,6.0,Agent,Small Business,Diploma,Female,3,AVP-VP,5.0,Divorced,28006.375,0,6.0,416624.0,North,Half Yearly,9,2.0,0.08442270706499333,1
678,7000678,2939,1-20,6.0,Online,Salaried,Graduate,Male,5,Executive,3.0,Single/Unmarried,17290.0,0,2.0,496742.0,North,Yearly,0,4.0,0.11326283597760897,2
679,7000679,2418,1-20,7.0,Agent,Salaried,MBA,Male,3,Executive,3.0,Divorced,18600.0,0,1.0,372372.0,West,Half Yearly,4,2.0,0.15628447275464127,1
680,7000680,2224,1-20,4.0,Online,Salaried,Graduate,Male,4,Executive,5.0,Married,17107.0,0,2.0,619999.6992670636,North,Yearly,0,3.0,0.06514663067761992,2
681,7000681,4205,1-20,24.5,Agent,Salaried,Graduate,Male,3,Manager,5.0,Married,19115.0,0,3.0,643411.0,North,Half Yearly,3,2.0,0.12481704263836912,1
682,7000682,3092,1-20,9.0,Third Party Partner,Small Business,Under Graduate,Male,3,Manager,4.0,Divorced,19327.0,0,1.0,463848.0,North,Half Yearly,0,4.0,0.1270155594712977,1
683,7000683,4600,21-39,9.0,Third Party Partner,Small Business,Under Graduate,Female,3,AVP-VP,4.0,Divorced,28006.375,0,4.130073800738008,671577.0,East,Half Yearly,2,3.0,0.013870810363416882,0
684,7000684,2184,1-20,14.469026548672566,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Divorced,18196.0,0,4.0,401768.0,North,Yearly,3,3.0,0.052008606464053586,2
685,7000685,4090,1-20,24.5,Agent,Salaried,Graduate,Male,3,AVP-VP,4.0,Divorced,28006.375,0,4.130073800738008,617548.0,West,Half Yearly,3,3.0,-0.01821281348997305,0
686,7000686,2397,1-20,2.0,Agent,Salaried,Graduate,Male,3,Manager,5.0,Divorced,23966.0,1,6.0,333127.0,North,Half Yearly,7,3.0,0.11936219464072334,1
687,7000687,4130,1-20,17.0,Agent,Salaried,Graduate,Female,3,Executive,4.0,Divorced,17210.0,0,5.0,619999.6992670636,North,Half Yearly,0,2.0,0.12289817453430477,1
688,7000688,2735,1-20,8.0,Third Party Partner,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,19539.0,0,1.0,536150.0,West,Half Yearly,1,3.0,0.12292909017728613,1
689,7000689,1952,1-20,8.0,Agent,Salaried,Graduate,Male,5,Executive,3.0,Married,17741.0,0,1.0,238084.0,West,Yearly,7,2.0,0.09606511302207084,2
690,7000690,4438,1-20,14.469026548672566,Agent,Salaried,Graduate,Male,3,Manager,3.0,Married,18491.0,0,6.5,532541.0,West,Half Yearly,9,5.0,0.13149228008685038,1
691,7000691,2540,1-20,3.0,Agent,Salaried,Post Graduate,Male,3,Manager,2.0,Single/Unmarried,19541.0,0,4.0,327703.0,West,Half Yearly,17,5.0,0.10500827571855051,1
692,7000692,2298,1-20,5.0,Agent,Small Business,Diploma,Male,1,Executive,2.0,Single/Unmarried,17678.0,0,3.0,392982.0,West,Monthly,2,3.0,0.14827203831142877,1
693,7000693,2909,1-20,15.0,Agent,Large Business,Engineer,Male,3,Manager,2.0,Married,22379.0,0,1.0,570217.0,West,Half Yearly,4,2.0,0.13043972526816935,1
694,7000694,2127,1-20,11.0,Online,Small Business,Under Graduate,Male,1,Manager,5.0,Divorced,21272.0,0,1.0,212720.0,North,Monthly,3,2.0,0.14211047865449714,1
695,7000695,4651,1-20,14.0,Agent,Small Business,Diploma,Male,1,Manager,2.0,Married,20220.0,1,6.0,874313.0,West,Monthly,9,5.0,0.05410938625031775,1
696,7000696,3194,1-20,6.0,Third Party Partner,Salaried,Post Graduate,Female,4,Executive,4.0,Divorced,17743.0,0,1.0,408799.0,North,Yearly,2,5.0,0.043460504076008294,2
697,7000697,2200,1-20,4.0,Third Party Partner,Salaried,Graduate,Female,3,Manager,3.0,Single/Unmarried,19998.0,1,3.0,303570.0,West,Half Yearly,7,5.0,0.1135128344007793,1
698,7000698,3030,1-20,15.0,Agent,Large Business,Engineer,Female,5,Senior Manager,5.0,Married,25252.0,1,3.0,587867.0,North,Yearly,7,2.0,0.10277189132044597,2
699,7000699,3734,1-20,19.0,Agent,Small Business,Under Graduate,Male,3,Executive,2.0,Divorced,17781.0,0,2.0,672122.0,West,Half Yearly,10,2.0,0.12284273648098593,1
700,7000700,3059,1-20,12.0,Agent,Large Business,Engineer,Female,4,Manager,4.0,Married,21852.0,0,6.0,413003.0,West,Yearly,3,5.0,0.06981377937543606,2
701,7000701,4190,21-39,8.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Single/Unmarried,19950.0,0,2.0,452466.0,West,Half Yearly,1,2.0,0.11569272394972167,1
702,7000702,2044,1-20,4.0,Agent,Small Business,Under Graduate,Male,3,Executive,4.0,Divorced,18579.0,1,2.0,257505.0,North,Half Yearly,7,4.0,0.13129181391079822,1
703,7000703,3947,1-20,24.0,Third Party Partner,Small Business,Under Graduate,Female,3,Senior Manager,5.0,Divorced,28006.375,1,2.0,509129.0,West,Half Yearly,0,3.0,0.05837170150965976,1
704,7000704,4060,1-20,12.0,Online,Small Business,Diploma,Female,4,Senior Manager,2.0,Divorced,25377.0,1,2.0,406032.0,North,Yearly,12,5.0,0.03858829177666709,2
705,7000705,2241,1-20,11.0,Agent,Salaried,Graduate,Male,3,Executive,5.0,Divorced,17235.0,1,6.0,448110.0,West,Half Yearly,8,4.0,0.12539378240262175,1
706,7000706,5610,1-20,17.0,Third Party Partner,Salaried,Graduate,Female,3,Senior Manager,3.0,Married,25502.0,0,2.0,902777.625,West,Half Yearly,4,5.0,0.00779928626998587,0
707,7000707,2382,1-20,7.0,Agent,Salaried,Graduate,Female,1,Executive,2.0,Divorced,17011.0,0,4.0,619999.6992670636,North,Monthly,7,3.0,0.15389616886410823,1
708,7000708,2360,1-20,9.0,Online,Small Business,Under Graduate,Female,4,Executive,4.0,Single/Unmarried,16859.0,1,2.0,619999.6992670636,North,Yearly,0,3.0,0.06676480623028755,2
709,7000709,1876,1-20,6.0,Agent,Salaried,Graduate,Female,3,Executive,2.0,Married,18760.0,0,2.0,196980.0,North,Half Yearly,2,2.0,0.14425988477059118,1
710,7000710,4261,21-39,13.0,Agent,Salaried,Graduate,Male,3,AVP-VP,4.0,Divorced,28006.375,0,4.130073800738008,541181.0,West,Half Yearly,9,5.0,0.02466602749499762,0
711,7000711,4803,1-20,24.5,Agent,Small Business,Under Graduate,Male,3,Manager,5.0,Divorced,21833.0,1,6.0,566785.0,North,Half Yearly,1,2.0,0.05224542732088885,1
712,7000712,3054,1-20,9.0,Agent,Small Business,Under Graduate,Female,4,Manager,5.0,Single/Unmarried,21812.0,0,4.0,418354.0,North,Yearly,8,5.0,0.06681390561592368,2
713,7000713,3227,1-20,13.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Single/Unmarried,20171.0,0,1.0,348555.0,West,Yearly,5,3.0,0.07690936777393848,2
714,7000714,7990,21-39,24.5,Agent,Salaried,Graduate,Male,5,AVP-VP,2.0,Divorced,28006.375,0,4.130073800738008,902777.625,North,Yearly,7,5.0,0.13847061772906522,0
715,7000715,7416,21-39,15.0,Agent,Small Business,Under Graduate,Male,4,AVP-VP,3.0,Divorced,28006.375,0,4.130073800738008,756475.0,West,Yearly,0,3.0,0.0795455463712407,0
716,7000716,3551,1-20,4.0,Third Party Partner,Large Business,Engineer,Male,3,Executive,4.0,Divorced,18692.0,0,2.0,486553.0,West,Half Yearly,7,3.0,0.12041406708845266,1
717,7000717,3863,1-20,23.0,Agent,Large Business,Engineer,Male,1,Executive,4.0,Single/Unmarried,17559.0,0,1.0,579447.0,North,Monthly,0,2.0,0.11839713929039151,1
718,7000718,3679,1-20,4.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Married,17517.0,0,2.0,606964.0,North,Half Yearly,3,4.0,0.16196167651451482,1
719,7000719,3027,1-20,18.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Married,21623.0,1,2.0,478301.0,West,Half Yearly,0,3.0,0.13693244084046824,1
720,7000720,5655,1-20,6.0,Agent,Salaried,Graduate,Male,4,AVP-VP,2.0,Single/Unmarried,28006.375,0,4.130073800738008,605090.0,North,Yearly,0,3.0,0.07084121504548188,2
721,7000721,4980,21-39,5.0,Agent,Salaried,Graduate,Female,4,AVP-VP,2.0,Married,28006.375,0,6.5,902777.625,West,Yearly,7,2.0,0.052742717931272255,0
722,7000722,2814,1-20,17.0,Agent,Large Business,Engineer,Female,1,Executive,3.0,Divorced,17585.0,0,2.0,315123.0,West,Monthly,0,1.0,0.12547253304546618,1
723,7000723,3653,1-20,18.0,Agent,Small Business,Diploma,Male,3,AVP-VP,4.0,Divorced,28006.375,0,4.130073800738008,705112.0,West,Half Yearly,10,5.0,-0.0029462403031690777,0
724,7000724,4676,1-20,14.0,Agent,Small Business,Diploma,Male,1,Senior Manager,3.0,Married,23380.0,1,3.0,565796.0,West,Monthly,8,4.0,0.11273730496153889,1
725,7000725,3419,1-20,14.469026548672566,Agent,Salaried,Graduate,Female,1,Executive,2.0,Single/Unmarried,17994.0,1,4.0,464965.0,West,Monthly,1,5.0,0.13360391238732616,1
726,7000726,2109,1-20,6.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Divorced,16223.0,0,3.0,398599.0,West,Half Yearly,1,4.0,0.1512936712842104,1
727,7000727,1773,1-20,11.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,2.0,Single/Unmarried,16118.0,1,1.0,273039.0,North,Yearly,0,1.0,0.07679021214416545,2
728,7000728,1966,1-20,14.469026548672566,Agent,Salaried,Graduate,Male,3,Executive,2.0,Single/Unmarried,17875.0,1,1.0,383419.0,West,Half Yearly,2,1.0,0.12246667617794044,1
729,7000729,6765,1-20,20.0,Agent,Small Business,Diploma,Female,5,AVP-VP,4.0,Single/Unmarried,28006.375,1,4.130073800738008,902777.625,North,Yearly,11,5.0,0.06945997173765646,0
730,7000730,5144,1-20,21.0,Online,Small Business,Under Graduate,Male,4,AVP-VP,4.0,Married,28006.375,1,3.0,823018.0,West,Yearly,0,3.0,-0.021901499597372386,0
731,7000731,3525,1-20,4.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,3.0,Single/Unmarried,17625.0,0,1.0,454725.0,West,Yearly,2,4.0,0.06498832307059296,2
732,7000732,3717,1-20,19.0,Agent,Small Business,Diploma,Female,4,AVP-VP,4.0,Divorced,28006.375,0,4.130073800738008,446015.0,West,Yearly,8,5.0,0.05405607270006593,2
733,7000733,2540,1-20,5.0,Agent,Small Business,Diploma,Female,3,Manager,5.0,Single/Unmarried,19538.0,1,4.0,444490.0,West,Half Yearly,2,3.0,0.1112885473519651,1
734,7000734,4182,1-20,13.0,Third Party Partner,Salaried,Graduate,Male,3,AVP-VP,4.0,Married,28006.375,1,4.130073800738008,694152.0,West,Half Yearly,10,4.0,-0.022480031269014246,0
735,7000735,2806,1-20,14.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,2.0,Single/Unmarried,25512.0,0,6.0,395691.0,North,Half Yearly,4,3.0,0.11073784643103889,1
736,7000736,2528,1-20,10.0,Third Party Partner,Small Business,Under Graduate,Female,3,Manager,4.0,Married,19444.0,0,3.0,356409.0,West,Half Yearly,10,3.0,0.12522365758611095,1
737,7000737,1887,1-20,4.0,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,3.0,Single/Unmarried,17154.0,1,4.0,619999.6992670636,West,Half Yearly,2,4.0,0.10991631079003579,1
738,7000738,3761,1-20,8.0,Agent,Salaried,Graduate,Male,1,AVP-VP,5.0,Married,28006.375,0,4.130073800738008,503961.0,North,Monthly,13,5.0,0.08164230385121207,1
739,7000739,3118,1-20,3.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Divorced,19490.0,0,1.0,617443.0,West,Yearly,8,5.0,0.046133118600521945,2
740,7000740,4627,1-20,14.469026548672566,Agent,Salaried,Graduate,Male,3,Executive,3.0,Divorced,18506.0,1,1.0,508915.0,North,Half Yearly,2,3.0,0.1356279730023038,1
741,7000741,2953,1-20,18.0,Agent,Small Business,Under Graduate,Female,1,Manager,4.0,Divorced,17372.0,1,6.0,578835.0,North,Monthly,0,1.0,0.11553018884100412,1
742,7000742,4037,1-20,24.0,Agent,Small Business,Diploma,Female,4,Senior Manager,2.0,Single/Unmarried,25231.0,0,6.5,569211.0,West,Yearly,17,3.0,-0.009802177949802043,0
743,7000743,3674,1-20,22.0,Agent,Salaried,Graduate,Female,3,Manager,4.0,Single/Unmarried,20410.0,1,2.0,723739.0,West,Half Yearly,12,3.0,0.08033546205840927,1
744,7000744,4825,1-20,10.0,Agent,Small Business,Under Graduate,Female,3,Senior Manager,2.0,Divorced,22978.0,0,4.0,714156.0,North,Half Yearly,5,3.0,0.09104627370959352,1
745,7000745,4528,1-20,18.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,2.0,Divorced,18867.0,1,1.0,502617.0,West,Yearly,2,4.0,0.05324696064921973,2
746,7000746,2319,1-20,14.469026548672566,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,3.0,Single/Unmarried,17838.0,0,1.0,278273.0,West,Yearly,7,5.0,0.049760731068434684,2
747,7000747,4530,21-39,24.5,Online,Small Business,Under Graduate,Female,3,Manager,3.0,Single/Unmarried,19695.0,1,1.0,697597.0,North,Half Yearly,7,3.0,-0.01892325895509061,0
748,7000748,2384,1-20,14.469026548672566,Agent,Large Business,Engineer,Female,3,Executive,3.0,Married,18339.0,1,1.0,438669.0,West,Half Yearly,7,4.0,0.12176256664673779,1
749,7000749,3416,1-20,7.0,Agent,Large Business,Engineer,Male,3,Executive,5.0,Single/Unmarried,17080.0,0,6.0,619999.6992670636,West,Half Yearly,2,4.0,0.10859337290727268,1
750,7000750,2052,1-20,8.0,Agent,Small Business,Under Graduate,Female,3,Executive,4.0,Single/Unmarried,17096.0,0,4.0,619999.6992670636,West,Half Yearly,1,3.0,0.12382062293733662,1
751,7000751,2545,1-20,13.0,Agent,Small Business,Under Graduate,Male,1,Manager,2.0,Divorced,21209.0,0,2.0,341041.0,West,Monthly,8,5.0,0.14836729441862037,1
752,7000752,7604,1-20,24.5,Third Party Partner,Small Business,Under Graduate,Female,3,AVP-VP,4.0,Single/Unmarried,28006.375,0,4.130073800738008,768007.0,West,Half Yearly,0,4.0,0.08566175804645434,0
753,7000753,6425,1-20,24.5,Agent,Small Business,Under Graduate,Female,4,AVP-VP,4.0,Married,28006.375,1,2.0,902777.625,North,Yearly,2,3.0,0.04945965144042158,0
754,7000754,3127,1-20,19.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Married,17372.0,0,5.0,334585.0,West,Half Yearly,2,3.0,0.1522120032655547,1
755,7000755,4772,1-20,14.0,Agent,Salaried,Graduate,Male,3,Manager,3.0,Divorced,19883.0,0,6.5,777823.0,North,Half Yearly,1,3.0,0.09446865502500132,1
756,7000756,1890,1-20,11.0,Agent,Small Business,Under Graduate,Male,3,Executive,5.0,Single/Unmarried,18904.0,0,1.0,226848.0,North,Half Yearly,3,3.0,0.12995685642969743,1
757,7000757,3140,1-20,13.0,Agent,Large Business,Engineer,Female,4,Manager,2.0,Divorced,19627.0,0,3.0,612362.0,West,Yearly,7,4.0,0.05465303047863376,2
758,7000758,3756,1-20,15.0,Agent,Large Business,Engineer,Female,3,Senior Manager,3.0,Divorced,22094.0,0,2.0,544617.0,North,Half Yearly,7,3.0,0.11438941205911662,1
759,7000759,2395,1-20,14.469026548672566,Agent,Salaried,Graduate,Female,3,Executive,5.0,Single/Unmarried,18423.0,0,2.0,287399.0,West,Half Yearly,7,5.0,0.12685157929412602,1
760,7000760,5419,1-20,24.5,Online,Salaried,Graduate,Female,5,Manager,2.0,Divorced,21674.0,0,4.0,902777.625,West,Yearly,5,3.0,-0.03456024451479564,0
761,7000761,4144,1-20,17.0,Agent,Salaried,Graduate,Female,3,AVP-VP,5.0,Divorced,28006.375,1,3.0,671393.0,West,Half Yearly,2,5.0,-0.032369545807473823,0
762,7000762,4096,1-20,24.5,Agent,Small Business,Diploma,Male,4,Senior Manager,4.0,Single/Unmarried,24094.0,1,2.0,528381.0,West,Yearly,0,5.0,0.07020026133287888,2
763,7000763,3282,1-20,13.0,Agent,Salaried,Graduate,Male,3,Senior Manager,4.0,Single/Unmarried,23446.0,1,4.0,587557.0,North,Half Yearly,7,4.0,0.11734308009403928,1
764,7000764,3499,1-20,21.0,Agent,Small Business,Under Graduate,Female,3,Senior Manager,5.0,Divorced,26916.0,1,3.0,633333.0,North,Half Yearly,8,4.0,-0.03413418382859119,0
765,7000765,1953,1-20,8.0,Agent,Salaried,Graduate,Male,3,Manager,3.0,Single/Unmarried,19534.0,0,2.0,339892.0,West,Half Yearly,7,3.0,0.15496503253317206,1
766,7000766,4722,1-20,9.0,Online,Salaried,Graduate,Female,3,Senior Manager,3.0,Married,24852.0,1,6.5,604401.0,West,Half Yearly,6,1.0,0.07105199350520275,1
767,7000767,5076,1-20,10.0,Online,Small Business,Under Graduate,Male,5,Manager,4.0,Single/Unmarried,21151.0,0,2.0,553310.0,West,Yearly,9,1.0,0.11620603196224723,2
768,7000768,3287,1-20,20.0,Third Party Partner,Salaried,Graduate,Female,3,Executive,4.0,Single/Unmarried,17302.0,1,2.0,479957.0,West,Half Yearly,2,5.0,0.1028357536892788,1
769,7000769,4167,1-20,13.0,Agent,Salaried,Graduate,Male,3,Executive,5.0,Divorced,17362.0,0,2.0,620865.0,West,Half Yearly,2,5.0,0.13335810068178833,1
770,7000770,8215,40-60,24.5,Online,Salaried,Graduate,Male,3,AVP-VP,3.0,Divorced,28006.375,1,4.130073800738008,902777.625,West,Half Yearly,10,4.0,0.19654473517103999,0
771,7000771,5812,21-39,6.0,Agent,Small Business,Under Graduate,Female,5,AVP-VP,3.0,Divorced,28006.375,0,4.130073800738008,819462.0,West,Yearly,11,4.0,0.051348536498297494,0
772,7000772,8679,40-60,24.5,Agent,Salaried,Graduate,Male,3,AVP-VP,4.0,Single/Unmarried,28006.375,0,4.130073800738008,902777.625,West,Half Yearly,7,4.0,0.20686470949938582,0
