,AgentBonus,Age,CustTenure,ExistingProdType,NumberOfPolicy,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,LastMonthCalls,CustCareScore,Channel_Online,Channel_Third Party Partner,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,EducationField_Engineer,EducationField_Graduate,EducationField_MBA,EducationField_Post Graduate,EducationField_Under Graduate,Gender_Male,Designation_Exe,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single,Zone_North,Zone_South,Zone_West,PaymentMethod_Monthly,PaymentMethod_Quarterly,PaymentMethod_Yearly,Clus_kmeans,Agglo_Clusters,sil_width
1369,3049,12.0,12.0,5,1.0,20329.0,1,6.0,588525.0,9,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,4,0.14551045789031372
1370,4058,8.0,20.0,3,4.0,19325.0,0,2.0,592505.0,3,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.19977293615383596
1371,3339,10.0,10.0,5,1.0,22260.0,0,2.0,404019.0,2,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0.08997312378753246
1372,4157,13.0,21.0,3,5.0,17322.0,0,5.0,831456.0,0,3.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,4,0.27177908881520496
1373,2391,7.0,14.0,3,1.0,17075.0,0,1.0,578976.5,3,3.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0.06899852555043488
1374,2873,3.0,3.0,4,1.0,19152.0,0,5.0,379210.0,8,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,4,0.006639803238831272
1375,4431,13.0,18.0,4,1.0,24619.0,0,4.0,571653.0,7,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,2,4,0.1587202802384831
1376,5701,11.0,11.0,4,4.0,28503.0,0,2.0,581461.0,11,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0.08873954293111493
1377,4497,4.0,4.0,3,1.0,20441.0,1,4.0,449702.0,0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,4,0.11035903536202885
1378,4648,23.0,23.0,4,4.0,20209.0,1,2.0,650730.0,7,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,4,0.18314254759301474
1379,3851,8.0,19.0,4,5.0,25673.0,1,4.0,743233.0,5,1.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,4,0.16107312477052946
1380,3802,11.0,4.0,3,3.0,20010.0,0,2.0,650125.0,7,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,4,0.1931287299476283
1381,3140,9.0,3.0,3,3.0,28549.0,0,1.0,524445.0,3,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4,0.2591139097318127
1382,2800,8.0,11.0,3,3.0,19999.0,0,2.0,319184.0,2,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.06477565681556839
1383,4613,28.0,23.0,3,3.0,19221.0,0,2.0,613534.0,4,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.1628396541167233
1384,5486,22.0,11.0,3,3.0,28872.0,0,1.0,1014851.0,8,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,0.14587881125184748
1385,3238,13.0,19.0,3,4.0,17042.0,0,1.0,578976.5,2,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.17277734681273652
1386,3927,8.0,20.0,3,5.0,17073.0,1,8.0,578976.5,2,1.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0.025728255572611467
1387,3053,6.0,13.0,3,5.0,17956.0,0,3.0,592189.0,0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.1078685829086886
1388,3585,14.0,13.0,4,1.0,17926.0,1,1.0,634580.0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4,0.09451657428109486
1389,4754,24.0,29.0,3,3.0,19809.0,0,4.0,922307.0,10,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0.056645476043689524
1390,3831,23.0,11.0,4,1.0,20163.0,0,2.0,555491.0,0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4,0.08668898504663936
1391,4400,9.0,18.0,4,1.0,33844.0,0,3.0,747952.0,2,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,0,0.02051010855275008
1392,3981,8.0,24.0,3,4.0,33172.0,1,3.0,720496.0,7,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0.024663069637201784
1393,3941,24.0,8.0,4,3.0,20744.0,1,2.0,551790.0,3,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,4,0.1280758878702133
1394,3936,12.0,13.0,4,1.0,17889.0,0,1.0,456527.0,1,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,2,4,0.17353602059959597
1395,2502,10.0,13.0,3,1.0,17871.0,0,8.0,485376.0,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.16795194191740465
1396,2248,4.0,4.0,4,5.0,22484.0,0,1.0,391222.0,8,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,4,0.1511297332256487
1397,2740,16.0,5.0,5,3.0,21074.0,1,2.0,380807.0,6,5.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,0.09385727262796754
1398,6142,31.0,25.0,1,4.0,32328.0,1,3.0,730936.0,4,3.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,-0.01104588714118939
1399,4088,4.0,4.0,3,3.0,17774.0,0,2.0,625467.0,2,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.12438005071647322
1400,4876,5.0,10.0,4,4.0,19505.0,0,4.0,633913.0,0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0.1094208788954184
1401,3364,10.0,20.0,3,1.0,22428.0,0,3.0,363334.0,3,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0.09980890534311652
1402,2929,9.0,12.0,4,5.0,26631.0,0,1.0,530223.0,8,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,4,0.17006500258885482
1403,2721,16.0,8.0,3,1.0,24738.0,0,5.0,484370.0,8,5.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0.22711112349934412
1404,3210,19.0,13.0,3,1.0,17835.0,0,2.0,346712.0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.10964493454905652
1405,3515,14.0,14.0,3,1.0,21606.0,1,4.0,530839.0,12,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0.09153299544931448
1406,3699,13.0,15.0,5,3.0,17613.0,0,2.0,636182.0,9,3.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,0.10800695486307846
1407,4229,13.0,17.0,3,4.0,21146.0,0,1.0,528650.0,7,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.11973670697330367
1408,3993,8.0,4.0,3,4.0,19963.0,1,1.0,622846.0,3,5.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0.11231763163918963
1409,6562,33.0,39.0,3,3.0,34537.0,0,3.0,1128669.0,15,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0.177087151678591
1410,3599,11.0,11.0,5,3.0,21172.0,1,3.0,417512.0,7,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4,0.10591126647220767
1411,4342,13.0,9.0,4,4.0,17368.0,0,7.0,551434.0,3,3.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0.0683260300389929
1412,5062,15.0,15.0,3,1.0,25312.0,0,3.0,572051.0,6,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,4,0.17471940703563374
1413,2835,3.0,14.0,3,3.0,16675.0,1,5.0,578976.5,0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.12140854957646664
1414,4206,13.0,8.0,3,1.0,17523.0,0,3.0,626622.0,1,5.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,4,0.263343504465794
1415,4313,13.0,4.0,3,5.0,21567.0,0,6.0,491728.0,11,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.1869556586170391
1416,3553,7.0,11.0,1,3.0,19739.0,0,2.0,614672.0,2,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,4,0.1303020967325853
1417,5568,17.0,6.0,3,1.0,24208.0,0,8.0,1063457.0,1,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,4,0.08904816963988585
1418,3325,7.0,13.0,5,3.0,19559.0,1,1.0,648381.0,2,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4,0.10233003108967809
1419,4174,17.0,8.0,3,3.0,23189.0,1,8.0,676191.0,7,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0.08971779831499489
1420,3409,20.0,13.0,3,3.0,17942.0,0,1.0,524983.0,7,4.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0.12177727278628049
1421,3191,3.0,10.0,3,4.0,19941.0,0,3.0,417963.0,1,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.20818393193485923
1422,3335,17.0,10.0,5,1.0,25650.0,0,7.0,543524.0,3,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0.08314338289741738
1423,4807,14.0,19.0,4,3.0,20902.0,0,2.0,956685.0,9,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0.10358133428354781
1424,4728,14.0,9.0,4,3.0,23639.0,0,1.0,505875.0,2,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0.11724158977472544
1425,3202,6.0,16.0,3,1.0,21347.0,1,4.0,569965.0,7,3.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.03279237005922136
1426,2688,11.0,8.0,3,5.0,19200.0,0,1.0,325248.0,4,4.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.18899583630472763
1427,1845,11.0,13.0,3,1.0,18452.0,0,1.0,221424.0,3,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.1693568139995238
1428,3477,17.0,14.0,3,3.0,19317.0,1,1.0,549375.0,2,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,4,0.26393476446482633
1429,2468,13.0,5.0,3,3.0,17632.0,0,5.0,419642.0,4,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.11003282828576368
1430,4917,30.0,10.0,5,1.0,19668.0,0,3.0,944064.0,7,1.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.1495676022449572
1431,2549,10.0,13.0,3,5.0,18204.0,0,2.0,496969.0,6,5.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4,0.2834482821691452
1432,3721,13.0,22.0,4,1.0,17720.0,0,1.0,666095.0,2,4.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,2,4,0.17131755983761568
1433,7402,37.0,37.0,4,5.0,21606.0,0,4.0,1073236.0,7,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,4,0.020624394806889833
1434,3103,16.0,16.0,3,5.0,17238.0,0,8.0,459220.0,4,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0.06420229033644911
1435,3791,15.0,4.0,3,4.0,16483.0,0,5.0,578976.5,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0.18330772101564852
1436,2061,2.0,10.0,3,4.0,20605.0,0,1.0,230776.0,13,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.16084405960647025
1437,2898,17.0,6.0,3,4.0,22295.0,0,3.0,484024.0,6,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,4,0.12859638691959363
1438,1904,6.0,11.0,3,3.0,17306.0,1,1.0,302682.0,5,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.12481034162631223
1439,2949,13.0,18.0,3,4.0,17348.0,0,7.0,433527.0,15,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.09520461244760728
1440,3840,12.0,23.0,3,1.0,23998.0,0,3.0,591311.0,7,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,4,0.10635969543351365
1441,2705,3.0,5.0,3,3.0,19319.0,0,4.0,443564.0,9,3.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,0.2324062849200423
1442,2113,11.0,4.0,4,3.0,21132.0,0,1.0,251471.0,0,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.18999588207354592
1443,4587,14.0,13.0,4,4.0,18346.0,1,5.0,619178.0,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,4,0.17731359191934845
1444,2844,14.0,3.0,4,1.0,25855.0,0,3.0,307157.0,11,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,4,0.10603151257670455
1445,4308,13.0,13.0,3,3.0,17231.0,0,4.0,578976.5,2,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,4,0.06754057349000232
1446,3984,13.0,24.0,3,1.0,17323.0,0,4.0,717172.0,2,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.17609535314551622
1447,1702,9.0,5.0,3,4.0,17024.0,0,1.0,578976.5,2,3.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,4,0.10136782081531212
1448,4428,13.0,22.0,3,1.0,17713.0,0,4.0,531390.0,2,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.1829889178465315
1449,3910,16.0,4.0,1,1.0,24439.0,1,2.0,750766.0,4,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,4,0.0728052506334784
1450,2459,13.0,2.0,4,3.0,17566.0,1,1.0,442663.0,1,1.0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,2,4,0.14568885827188618
1451,7684,38.0,31.0,3,4.0,34926.0,0,2.0,822158.0,4,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0.15439624089605966
1452,3141,13.0,9.0,3,3.0,17451.0,0,1.0,508871.0,8,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.12592469015737864
1453,4884,10.0,24.0,3,1.0,24419.0,0,2.0,488380.0,4,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0.09716094217684301
1454,5211,26.0,16.0,4,1.0,23686.0,0,1.0,578412.0,7,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,0.09490369082236953
1455,3427,14.0,13.0,3,3.0,18038.0,0,5.0,610045.0,4,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0.11990729784195764
1456,3612,22.0,13.0,3,4.0,18058.0,1,1.0,704262.0,1,4.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4,0.2815059308578772
1457,2772,13.0,17.0,5,5.0,17325.0,0,2.0,460152.0,0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,4,0.2436154912577403
1458,2905,15.0,15.0,3,4.0,17088.0,0,3.0,578976.5,2,4.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0.10566125890452241
1459,1807,9.0,13.0,3,5.0,18072.0,0,3.0,292766.0,10,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.1581290578267708
1460,3201,10.0,10.0,3,5.0,20006.0,1,2.0,486546.0,3,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0.10763276735268804
1461,3851,4.0,12.0,3,5.0,19257.0,1,1.0,604670.0,2,4.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0.11109672576213848
1462,4200,13.0,17.0,3,1.0,17500.0,0,3.0,651000.0,2,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0.12184007668424839
1463,2093,13.0,2.0,4,1.0,16102.0,0,1.0,416559.0,0,5.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,0.10580278157602652
1464,3563,21.0,14.0,3,5.0,25453.0,0,5.0,659233.0,7,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,4,0.12486272422850765
1465,3458,17.0,14.0,3,1.0,17288.0,0,3.0,397624.0,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.10815317116214017
1466,4164,21.0,12.0,3,1.0,18929.0,1,2.0,620493.0,2,4.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.1715682206343771
1467,2250,5.0,5.0,3,4.0,17311.0,0,1.0,240796.0,2,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0.17640324984790506
1468,3084,3.0,13.0,3,4.0,18140.0,1,3.0,456402.0,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0.11913338664715727
1469,4299,21.0,13.0,4,3.0,18690.0,0,9.0,515844.0,2,3.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2,4,0.18838679706155345
1470,2334,5.0,7.0,1,5.0,19450.0,0,2.0,322092.0,3,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,4,0.1447423673279419
1471,3906,13.0,4.0,3,4.0,17756.0,0,3.0,589854.0,6,5.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.1877785914307909
1472,6126,31.0,31.0,3,3.0,34033.0,0,3.0,777994.0,9,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0.11344644021382726
1473,3709,19.0,22.0,1,4.0,33722.0,0,3.0,586088.0,15,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,3,0,-0.010635814309485367
1474,5646,6.0,34.0,4,3.0,24547.0,0,14.0,621039.0,9,4.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0.0753228748428477
1475,6034,12.0,24.0,3,4.0,28734.0,0,5.0,736165.0,0,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,0.16491085065221794
1476,5950,24.0,30.0,4,3.0,34999.0,0,3.0,1124518.0,9,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0,0.1558221064265615
1477,1728,10.0,9.0,3,4.0,17279.0,0,1.0,245362.0,3,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,4,0.01080034782071598
1478,3974,4.0,4.0,4,3.0,20916.0,1,1.0,755068.0,1,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0.10573822692176921
1479,3760,11.0,8.0,1,1.0,17089.0,0,1.0,578976.5,2,4.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,4,0.08218191108726226
1480,4451,22.0,27.0,4,1.0,21606.0,0,9.0,836765.0,8,4.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,4,0.13786780950825966
1481,3342,13.0,3.0,1,5.0,18564.0,1,1.0,431056.0,7,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,4,0.08136663588049167
1482,3691,22.0,11.0,3,4.0,19425.0,0,2.0,575757.0,2,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,4,0.17973545368716703
1483,4661,9.0,14.0,3,3.0,20265.0,0,2.0,736430.0,2,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.1719512335418519
1484,2802,6.0,11.0,3,3.0,21553.0,0,1.0,479123.0,0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.10781701974645334
1485,4677,14.0,14.0,3,1.0,21261.0,0,1.0,640807.0,7,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,0.25647110299868425
1486,3088,19.0,3.0,4,5.0,19298.0,0,2.0,602098.0,0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,4,0.24185080445170515
1487,2835,14.0,6.0,3,1.0,21804.0,1,1.0,308963.0,7,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.08277613100597649
1488,3575,18.0,4.0,3,3.0,18815.0,1,1.0,471880.0,0,3.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.17204315275282142
1489,2484,13.0,5.0,3,1.0,17741.0,1,2.0,298049.0,7,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,0.17378379488749449
1490,2167,7.0,4.0,3,5.0,21673.0,1,2.0,273080.0,0,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.1841406404494705
1491,3849,19.0,19.0,3,1.0,22639.0,0,12.0,550354.0,9,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,4,0.10854030596993232
1492,3119,13.0,19.0,1,4.0,17328.0,1,4.0,411713.0,2,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4,0.08626692501227137
1493,3431,3.0,21.0,3,1.0,17153.0,0,4.0,578976.5,7,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,4,0.09952509129139908
1494,4969,5.0,10.0,4,1.0,19876.0,0,3.0,968955.0,2,5.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4,0.08671573971644006
1495,6099,24.0,6.0,3,5.0,24396.0,0,2.0,756276.0,3,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,4,0.167199658110467
1496,4572,9.0,9.0,5,1.0,25400.0,0,5.0,576072.0,8,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,4,0.16511713591162558
1497,2582,10.0,3.0,4,3.0,23474.0,0,3.0,260796.0,8,5.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0.08003507168773313
1498,3497,14.0,3.0,3,3.0,24981.0,0,1.0,633019.0,7,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0.09516021981414456
1499,2749,14.0,16.0,4,4.0,27490.0,0,2.0,316135.0,7,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,0.09719138377414004
1500,3355,13.0,3.0,3,5.0,17657.0,1,3.0,415999.0,4,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,4,0.27831611192558514
